source	target	paperCount
Jiang, X	Lambert, C	1
Jiang, X	Lee, D	1
Jiang, X	Lynch, K	1
Jiang, X	Matheny, M	1
Jiang, X	Natarajan, K	1
Jiang, X	Nestsiarovich, A	1
Jiang, X	Park, R	1
Jiang, X	Pfohl, S	1
Jiang, X	Reich, C	1
Jiang, X	Reps, J	1
Jiang, X	Ryan, P	1
Jiang, X	Shah, N	1
Jiang, X	Son, S	1
Jiang, X	Spotnitz, M	1
Jiang, X	Torre, C	1
Jiang, X	Williams, A	1
Jiang, X	You, S	1
Jimenez, H	Kavuluru, R	2
Jimenez, H	Kostka, K	2
Jimenez, H	Lehmann, H	2
Jimenez, H	Levitt, E	2
Jimenez, H	Mallipattu, S	2
Jimenez, H	Manna, A	2
Jimenez, H	McMurry, J	2
Jimenez, H	Moffitt, R	2
Jimenez, H	Morris, M	2
Jimenez, H	Muschelli, J	2
Jimenez, H	Neumann, A	2
Jimenez, H	Palchuk, M	2
Jimenez, H	Pfaff, E	2
Jimenez, H	Qian, Z	2
Jimenez, H	Qureshi, N	2
Jimenez, H	Russell, S	2
Jimenez, H	Saltz, J	2
Jimenez, H	Spratt, H	2
Jimenez, H	Walden, A	2
Jimenez, H	Williams, A	2
Jimenez, H	Wooldridge, J	2
Jimenez, H	Yoo, Y	2
Jimenez, H	Zhang, X	2
Jimenez, H	Zhu, R	2
Jin, H	Kim, E	1
Jin, H	Kim, S	1
Jin, H	Kim, Y	2
Jin, H	Lee, K	2
Jin, H	Park, T	2
Jin, P	Jin, S	1
Jin, P	Johnson, K	1
Jin, P	Jung, K	1
Jin, P	Kang, T	1
Jin, P	Kim, Y	1
Jin, P	Lambert, C	1
Jin, P	Li, L	1
Jin, P	Li, Z	1
Jin, P	Madigan, D	1
Jin, P	Makadia, R	1
Jin, P	Park, H	1
Jin, P	Park, R	2
Jin, P	Reich, C	3
Jin, P	Rijnbeek, P	1
Jin, P	Ryan, P	4
Jin, P	Schuemie, M	3
Jin, P	Schuler, A	1
Jin, P	Shah, N	3
Jin, P	Shang, N	1
Jin, P	Shervey, M	1
Jin, P	Suchard, M	2
Jin, P	Ta, C	1
Jin, P	Tian, Y	1
Jin, P	Van Zandt, M	2
Jin, P	Vashisht, R	2
Jin, P	Weaver, J	1
Jin, P	Weng, C	1
Jin, P	Wu, Y	3
Jin, P	Xu, H	2
Jin, P	Yang, J	1
Jin, P	You, S	1
Jin, P	Yuan, C	1
Jin, S	Johnson, K	1
Jin, S	Jung, K	1
Jin, S	Kim, Y	1
Jin, S	Kostka, K	1
Jin, S	Lee, D	1
Jin, S	Li, L	1
Jin, S	Park, R	2
Jin, S	Posada, J	1
Jin, S	Reich, C	2
Jin, S	Rijnbeek, P	1
Jin, S	Ryan, P	1
Jin, S	Schuemie, M	1
Jin, S	Schuler, A	1
Jin, S	Seo, S	1
Jin, S	Shah, N	2
Jin, S	Shervey, M	1
Jin, S	Son, S	1
Jin, S	Van Zandt, M	1
Jin, S	Vashisht, R	1
Jin, S	Weaver, J	1
Jin, S	Wu, Y	1
Jin, S	Xu, H	1
Jin, S	You, S	1
Jing, Y	Jung, C	2
Jing, Y	Kaas-Hansen, B	2
Jing, Y	Kaduk, D	2
Jing, Y	Kent, S	2
Jing, Y	Kim, Y	2
Jing, Y	Kolovos, S	2
Jing, Y	Kostka, K	2
Jing, Y	Lane, J	2
Jing, Y	Lee, H	2
Jing, Y	Lynch, K	2
Jing, Y	Makadia, R	2
Jing, Y	Matheny, M	2
Jing, Y	Mehta, P	2
Jing, Y	Morales, D	2
Jing, Y	Natarajan, K	2
Jing, Y	Nyberg, F	2
Jing, Y	Ostropolets, A	2
Jing, Y	Park, J	2
Jing, Y	Park, R	2
Jing, Y	Posada, J	2
Jing, Y	Prats-Uribe, A	2
Jing, Y	Prieto-Alhambra, D	2
Jing, Y	Rao, G	2
Jing, Y	Reich, C	2
Jing, Y	Rho, Y	2
Jing, Y	Rijnbeek, P	2
Jing, Y	Ryan, P	2
Jing, Y	Schilling, L	2
Jing, Y	Schuemie, M	2
Jing, Y	Sena, A	2
Jing, Y	Shah, N	2
Jing, Y	Shoaibi, A	2
Jing, Y	Song, S	2
Jing, Y	Spotnitz, M	2
Jing, Y	Suchard, M	2
Jing, Y	Swerdel, J	2
Jing, Y	Vizcaya, D	2
Jing, Y	Volpe, S	2
Jing, Y	Wen, H	2
Jing, Y	Williams, A	2
Jing, Y	Yimer, B	2
Jing, Y	You, S	2
Jing, Y	Zhang, L	2
Jing, Y	Zhuk, O	2
John, L	Kahn, M	1
John, L	Kolde, R	1
John, L	Kors, J	1
John, L	Le Carrour, T	2
John, L	Makadia, R	2
John, L	Maljković, F	2
John, L	Martinez Roldan, J	1
John, L	Mayer, M	2
John, L	Minty, E	2
John, L	Morales, D	2
John, L	Natarajan, K	1
John, L	Nyberg, F	1
John, L	Ostropolets, A	2
John, L	Papez, V	2
John, L	Pistillo, A	1
John, L	Posada, J	1
John, L	Prieto-Alhambra, D	2
John, L	Ramírez-Anguita, J	2
John, L	Rao, G	2
John, L	Reich, C	1
John, L	Reps, J	1
John, L	Rijnbeek, P	2
John, L	Roel, E	1
John, L	Ryan, P	3
John, L	Schuemie, M	1
John, L	Sena, A	2
John, L	Shah, N	1
John, L	Shoaibi, A	2
John, L	Suchard, M	2
John, L	Vashisht, R	1
John, L	Voss, E	2
Johnson, K	Jung, K	1
Johnson, K	Larsen, R	1
Johnson, K	Lee, N	1
Johnson, K	Li, L	2
Johnson, K	Miotto, R	1
Johnson, K	Oskotsky, B	1
Johnson, K	Park, R	1
Johnson, K	Reich, C	1
Johnson, K	Rudrapatna, V	1
Johnson, K	Ryan, P	1
Johnson, K	Schuemie, M	1
Johnson, K	Schuler, A	1
Johnson, K	Shah, N	1
Johnson, K	Shervey, M	2
Johnson, K	Tatonetti, N	1
Johnson, K	Thangaraj, P	1
Johnson, K	Van Zandt, M	1
Johnson, K	Vashisht, R	1
Johnson, K	Weaver, J	1
Johnson, K	Wu, Y	1
Johnson, K	Xu, H	1
Johnson, S	Kahn, M	2
Johnson, S	Kostka, K	1
Johnson, S	Lehmann, H	2
Johnson, S	Liaw, S	1
Johnson, S	Loomba, J	1
Johnson, S	Manna, A	2
Johnson, S	McMurry, J	1
Johnson, S	Meeker, D	1
Johnson, S	Meystre, S	1
Johnson, S	Moffitt, R	2
Johnson, S	Morris, M	1
Johnson, S	Niehaus, E	2
Johnson, S	Ong, T	1
Johnson, S	Palchuk, M	1
Johnson, S	Patel, L	1
Johnson, S	Pfaff, E	2
Johnson, S	Phuong, J	1
Johnson, S	Qian, Z	1
Johnson, S	Qureshi, N	2
Johnson, S	Ryan, P	1
Johnson, S	Saltz, J	1
Johnson, S	Schilling, L	1
Johnson, S	Setoguchi, S	1
Johnson, S	Shang, N	1
Johnson, S	Suver, C	1
Johnson, S	Visweswaran, S	1
Johnson, S	Walden, A	1
Johnson, S	Walters, K	1
Johnson, S	Weiskopf, N	1
Johnson, S	Weng, C	1
Johnson, S	Wooldridge, J	1
Johnson, S	Yoo, Y	1
Johnson, S	Zhang, X	2
Johnson, S	Zhu, R	2
Johnson, S	Zozus, M	1
Johnston, S	Reps, J	1
Johnston, S	Schuemie, M	1
Jonnagaddala, J	Kaas-Hansen, B	2
Jonnagaddala, J	Kim, C	2
Jonnagaddala, J	Kors, J	1
Jonnagaddala, J	Kostka, K	8
Jonnagaddala, J	Krumholz, H	1
Jonnagaddala, J	Lai, L	5
Jonnagaddala, J	Lane, J	3
Jonnagaddala, J	Li, J	1
Jonnagaddala, J	Li, Y	1
Jonnagaddala, J	Liaw, S	6
Jonnagaddala, J	Lim, H	1
Jonnagaddala, J	Liu, L	1
Jonnagaddala, J	Liu, Y	1
Jonnagaddala, J	Liyanage, H	1
Jonnagaddala, J	Lu, Y	1
Jonnagaddala, J	Lynch, K	7
Jonnagaddala, J	Markus, A	2
Jonnagaddala, J	Matheny, M	7
Jonnagaddala, J	Mehta, P	1
Jonnagaddala, J	Miller, R	1
Jonnagaddala, J	Minty, E	3
Jonnagaddala, J	Molinaro, A	1
Jonnagaddala, J	Morales, D	7
Jonnagaddala, J	Natarajan, K	4
Jonnagaddala, J	Ngiam, K	1
Jonnagaddala, J	Nguyen, P	1
Jonnagaddala, J	Nyberg, F	7
Jonnagaddala, J	Ostropolets, A	5
Jonnagaddala, J	Park, R	4
Jonnagaddala, J	Pistillo, A	1
Jonnagaddala, J	Posada, J	6
Jonnagaddala, J	Prats-Uribe, A	5
Jonnagaddala, J	Pratt, N	2
Jonnagaddala, J	Prieto-Alhambra, D	7
Jonnagaddala, J	Puente, D	1
Jonnagaddala, J	Rao, G	2
Jonnagaddala, J	Recalde, M	5
Jonnagaddala, J	Reich, C	10
Jonnagaddala, J	Reps, J	2
Jonnagaddala, J	Rhee, S	1
Jonnagaddala, J	Rho, Y	1
Jonnagaddala, J	Rijnbeek, P	5
Jonnagaddala, J	Rivera, D	1
Jonnagaddala, J	Roel, E	3
Jonnagaddala, J	Ryan, P	8
Jonnagaddala, J	Sathappan, S	1
Jonnagaddala, J	Schilling, L	3
Jonnagaddala, J	Sena, A	5
Jonnagaddala, J	Shah, K	5
Jonnagaddala, J	Shah, N	5
Jonnagaddala, J	Shin, S	1
Jonnagaddala, J	Shoaibi, A	2
Jonnagaddala, J	Spotnitz, M	5
Jonnagaddala, J	Steyerberg, E	2
Jonnagaddala, J	Subbian, V	4
Jonnagaddala, J	Suchard, M	8
Jonnagaddala, J	Tan, E	2
Jonnagaddala, J	Tan, H	1
Jonnagaddala, J	Van Zandt, M	1
Jonnagaddala, J	Verhamme, K	1
Jonnagaddala, J	Vizcaya, D	4
Jonnagaddala, J	Wang, X	1
Jonnagaddala, J	Weng, C	1
Jonnagaddala, J	Williams, A	3
Jonnagaddala, J	Williams, R	2
Jonnagaddala, J	Xu, H	1
Jonnagaddala, J	Yang, C	2
Jonnagaddala, J	Yang, Y	1
Jonnagaddala, J	You, S	6
Jonnagaddala, J	Zhang, L	7
Jonnagaddala, J	Zhang, X	1
Jonnagaddala, J	Zhang, Y	2
Jonnagaddala, J	Zhu, H	1
Joo, H	Kim, J	3
Joo, H	Kim, S	1
Joo, H	Kim, Y	2
Joo, H	Lee, J	2
Joo, H	Moon, J	1
Joo, H	Park, H	1
Joo, H	Park, J	1
Joo, H	Park, S	1
Joo, Y	Kim, B	3
Joo, Y	Kim, J	2
Joo, Y	Kim, K	2
Joo, Y	Kim, S	2
Joo, Y	Ko, S	1
Joo, Y	Lee, H	2
Joo, Y	Lee, S	1
Joo, Y	Paeng, J	2
Joo, Y	Park, J	1
Joo, Y	Ryoo, H	2
Joo, Y	Yoo, I	2
Joo, Y	Yoo, S	2
Joo, Y	Yoon, E	1
Joss, M	Klann, J	2
Joss, M	Murphy, S	2
Joy, M	Liyanage, H	1
Joy, M	Murphy, S	1
Joy, M	Sheikh, A	1
Joy, M	Williams, J	1
Joy, M	Williams, R	1
Jung, C	Kaas-Hansen, B	2
Jung, C	Kaduk, D	2
Jung, C	Kent, S	2
Jung, C	Khalid, S	2
Jung, C	Kim, Y	2
Jung, C	Kohler, J	2
Jung, C	Kolovos, S	2
Jung, C	Kostka, K	4
Jung, C	Lai, L	2
Jung, C	Lane, J	2
Jung, C	Lee, H	2
Jung, C	Lipori, G	2
Jung, C	Liu, L	2
Jung, C	Lynch, K	4
Jung, C	Magoc, T	2
Jung, C	Makadia, R	2
Jung, C	Martinez Roldan, J	1
Jung, C	Matheny, M	4
Jung, C	Mehta, P	2
Jung, C	Minty, E	2
Jung, C	Morales, D	4
Jung, C	Natarajan, K	4
Jung, C	Nyberg, F	4
Jung, C	Ostropolets, A	4
Jung, C	Park, J	4
Jung, C	Park, R	4
Jung, C	Pistillo, A	2
Jung, C	Posada, J	4
Jung, C	Prats-Uribe, A	4
Jung, C	Prieto-Alhambra, D	4
Jung, C	Rao, G	2
Jung, C	Recalde, M	2
Jung, C	Reich, C	4
Jung, C	Rho, Y	2
Jung, C	Rijnbeek, P	4
Jung, C	Roel, E	2
Jung, C	Ryan, P	4
Jung, C	Schilling, L	4
Jung, C	Schuemie, M	2
Jung, C	Schuff, R	2
Jung, C	Seager, S	2
Jung, C	Sena, A	4
Jung, C	Shah, K	2
Jung, C	Shah, N	4
Jung, C	Shoaibi, A	2
Jung, C	Song, S	4
Jung, C	Spotnitz, M	4
Jung, C	Subbian, V	2
Jung, C	Suchard, M	4
Jung, C	Swerdel, J	2
Jung, C	Tan, E	2
Jung, C	Thomas, J	2
Jung, C	Valveny, N	2
Jung, C	Vizcaya, D	2
Jung, C	Volpe, S	2
Jung, C	Weiskopf, N	2
Jung, C	Wen, H	2
Jung, C	Wilcox, A	2
Jung, C	Williams, A	4
Jung, C	Yimer, B	2
Jung, C	You, S	4
Jung, C	Zhang, L	2
Jung, C	Zhu, H	2
Jung, C	Zhuk, O	2
Jung, K	Li, L	2
Jung, K	Park, R	1
Jung, K	Reich, C	1
Jung, K	Ryan, P	1
Jung, K	Schuemie, M	1
Jung, K	Schuler, A	1
Jung, K	Shah, N	3
Jung, K	Shervey, M	1
Jung, K	Van Zandt, M	1
Jung, K	Vashisht, R	1
Jung, K	Weaver, J	1
Jung, K	Wu, Y	1
Jung, K	Xu, H	1
Jung, S	Kim, J	1
Jung, S	Ko, S	1
Jung, S	Lee, S	2
Jung, S	Oh, S	1
Jung, S	Park, H	1
Jung, S	Park, R	2
Jung, S	Park, S	1
Jung, S	Ryan, P	1
Jung, S	Schuemie, M	1
Jung, S	Suchard, M	1
Jung, S	Swerdel, J	1
Jung, S	Yoon, D	1
Jung, S	You, S	2
Kaas-Hansen, B	Kaduk, D	2
Kaas-Hansen, B	Kent, S	3
Kaas-Hansen, B	Khosla, S	2
Kaas-Hansen, B	Kim, C	2
Kaas-Hansen, B	Kim, Y	2
Kaas-Hansen, B	Kolovos, S	4
Kaas-Hansen, B	Kors, J	1
Kaas-Hansen, B	Kostka, K	6
Kaas-Hansen, B	Lambert, C	1
Kaas-Hansen, B	Lane, J	4
Kaas-Hansen, B	Lee, H	2
Kaas-Hansen, B	Liaw, S	2
Kaas-Hansen, B	Lovestone, S	1
Kaas-Hansen, B	Lynch, K	6
Kaas-Hansen, B	Makadia, R	4
Kaas-Hansen, B	Markus, A	2
Kaas-Hansen, B	Matheny, M	5
Kaas-Hansen, B	Mehta, P	4
Kaas-Hansen, B	Morales, D	6
Kaas-Hansen, B	Morgan-Stewart, H	2
Kaas-Hansen, B	Mosseveld, M	2
Kaas-Hansen, B	Natarajan, K	2
Kaas-Hansen, B	Newby, D	2
Kaas-Hansen, B	Nyberg, F	6
Kaas-Hansen, B	Ostropolets, A	5
Kaas-Hansen, B	Park, J	2
Kaas-Hansen, B	Park, R	5
Kaas-Hansen, B	Posada, J	2
Kaas-Hansen, B	Prats-Uribe, A	5
Kaas-Hansen, B	Pratt, N	1
Kaas-Hansen, B	Prieto-Alhambra, D	6
Kaas-Hansen, B	Rao, G	6
Kaas-Hansen, B	Reich, C	6
Kaas-Hansen, B	Reps, J	3
Kaas-Hansen, B	Rho, Y	3
Kaas-Hansen, B	Rijnbeek, P	6
Kaas-Hansen, B	Ryan, P	6
Kaas-Hansen, B	Sathappan, S	1
Kaas-Hansen, B	Schilling, L	2
Kaas-Hansen, B	Schuemie, M	3
Kaas-Hansen, B	Seager, S	1
Kaas-Hansen, B	Sena, A	4
Kaas-Hansen, B	Shah, N	2
Kaas-Hansen, B	Shoaibi, A	6
Kaas-Hansen, B	Song, S	2
Kaas-Hansen, B	Spotnitz, M	6
Kaas-Hansen, B	Steyerberg, E	2
Kaas-Hansen, B	Subbian, V	1
Kaas-Hansen, B	Suchard, M	6
Kaas-Hansen, B	Swerdel, J	2
Kaas-Hansen, B	Torre, C	1
Kaas-Hansen, B	Vizcaya, D	4
Kaas-Hansen, B	Volpe, S	2
Kaas-Hansen, B	Weaver, J	2
Kaas-Hansen, B	Wen, H	4
Kaas-Hansen, B	Williams, A	4
Kaas-Hansen, B	Williams, R	2
Kaas-Hansen, B	Woong Park, R	1
Kaas-Hansen, B	Xie, J	2
Kaas-Hansen, B	Yang, C	2
Kaas-Hansen, B	Yimer, B	2
Kaas-Hansen, B	You, S	6
Kaas-Hansen, B	Zhang, L	6
Kaas-Hansen, B	Zhuk, O	3
Kaas-Hansen, B	van der Lei, J	1
Kaduk, D	Kent, S	2
Kaduk, D	Kim, Y	2
Kaduk, D	Kolovos, S	2
Kaduk, D	Kostka, K	2
Kaduk, D	Lane, J	2
Kaduk, D	Lee, H	2
Kaduk, D	Li, Y	1
Kaduk, D	Lynch, K	2
Kaduk, D	Makadia, R	2
Kaduk, D	Matheny, M	2
Kaduk, D	Mehta, P	2
Kaduk, D	Morales, D	2
Kaduk, D	Natarajan, K	2
Kaduk, D	Nyberg, F	2
Kaduk, D	Ostropolets, A	2
Kaduk, D	Park, J	2
Kaduk, D	Park, R	2
Kaduk, D	Posada, J	2
Kaduk, D	Prats-Uribe, A	2
Kaduk, D	Prieto-Alhambra, D	2
Kaduk, D	Rao, G	2
Kaduk, D	Reich, C	3
Kaduk, D	Rho, Y	2
Kaduk, D	Rijnbeek, P	2
Kaduk, D	Ryan, P	2
Kaduk, D	Schilling, L	2
Kaduk, D	Schuemie, M	2
Kaduk, D	Sena, A	2
Kaduk, D	Shah, N	2
Kaduk, D	Shoaibi, A	2
Kaduk, D	Song, S	2
Kaduk, D	Spotnitz, M	2
Kaduk, D	Suchard, M	2
Kaduk, D	Swerdel, J	2
Kaduk, D	Vizcaya, D	2
Kaduk, D	Volpe, S	2
Kaduk, D	Wen, H	2
Kaduk, D	Williams, A	2
Kaduk, D	Yao, L	1
Kaduk, D	Yimer, B	2
Kaduk, D	You, S	2
Kaduk, D	Zhang, L	2
Kaduk, D	Zhuk, O	2
Kahn, M	Kang, T	1
Kahn, M	Khare, R	3
Kahn, M	Kolde, R	1
Kahn, M	Kostka, K	2
Kahn, M	Lawrence, J	4
Kahn, M	Le Carrour, T	1
Kahn, M	Lehmann, H	1
Kahn, M	Liaw, S	1
Kahn, M	Liu, Q	2
Kahn, M	Loomba, J	1
Kahn, M	Madhu, S	2
Kahn, M	Makadia, R	1
Kahn, M	Maljković, F	1
Kahn, M	Manna, A	1
Kahn, M	Marsolo, K	2
Kahn, M	Martinez Roldan, J	1
Kahn, M	Mayer, M	1
Kahn, M	Mayer-Davis, E	4
Kahn, M	McMurry, J	2
Kahn, M	Meeker, D	3
Kahn, M	Meystre, S	1
Kahn, M	Minty, E	1
Kahn, M	Moffitt, R	2
Kahn, M	Mohan, V	4
Kahn, M	Moll, K	2
Kahn, M	Morales, D	1
Kahn, M	Moride, Y	2
Kahn, M	Morris, M	1
Kahn, M	Nair, V	2
Kahn, M	Natarajan, K	1
Kahn, M	Niehaus, E	1
Kahn, M	Nyberg, F	1
Kahn, M	Ong, T	6
Kahn, M	Ostropolets, A	2
Kahn, M	Palchuk, M	1
Kahn, M	Papez, V	1
Kahn, M	Pasquale, M	2
Kahn, M	Patel, L	1
Kahn, M	Pfaff, E	2
Kahn, M	Phuong, J	1
Kahn, M	Pihoker, C	2
Kahn, M	Pistillo, A	1
Kahn, M	Posada, J	1
Kahn, M	Praveen, P	4
Kahn, M	Prieto-Alhambra, D	1
Kahn, M	Qureshi, N	1
Kahn, M	Ramírez-Anguita, J	1
Kahn, M	Rao, G	1
Kahn, M	Reese, J	1
Kahn, M	Reich, C	1
Kahn, M	Rijnbeek, P	1
Kahn, M	Robinson, P	1
Kahn, M	Roel, E	1
Kahn, M	Rogers, J	1
Kahn, M	Ryan, P	5
Kahn, M	Sauer, B	2
Kahn, M	Schilling, L	3
Kahn, M	Schuemie, M	1
Kahn, M	Sena, A	1
Kahn, M	Setoguchi, S	1
Kahn, M	Shah, N	1
Kahn, M	Shang, N	1
Kahn, M	Shoaibi, A	1
Kahn, M	Suchard, M	1
Kahn, M	Suehs, B	2
Kahn, M	Suver, C	1
Kahn, M	Tandon, N	4
Kahn, M	Utidjian, L	1
Kahn, M	Vashisht, R	1
Kahn, M	Visweswaran, S	1
Kahn, M	Voss, E	1
Kahn, M	Walden, A	2
Kahn, M	Walters, K	1
Kahn, M	Weiskopf, N	2
Kahn, M	Weng, C	2
Kahn, M	Williams, A	2
Kahn, M	Xu, Y	2
Kahn, M	Zhang, X	2
Kahn, M	Zhou, X	2
Kahn, M	Zhu, R	1
Kahn, M	Zozus, M	3
Kallfelz, M	Moinat, M	1
Kallfelz, M	Papez, V	1
Kallfelz, M	Payralbe, S	1
Kallfelz, M	Prieto-Alhambra, D	1
Kallfelz, M	Reinecke, I	1
Kallfelz, M	Sedlmayr, M	1
Kallfelz, M	Siebel, J	1
Kallfelz, M	Voss, E	1
Kamijima, Y	Kao Yang, Y	2
Kamijima, Y	Kimura, S	3
Kamijima, Y	Kubota, K	3
Kamijima, Y	Man, K	3
Kamijima, Y	Park, R	1
Kamijima, Y	Ryan, P	3
Kamijima, Y	Schuemie, M	3
Kamijima, Y	Setoguchi, S	3
Kamijima, Y	Stang, P	3
Kamijima, Y	Su, C	3
Kamijima, Y	Wong, I	3
Kamijima, Y	Zhang, Y	3
Kang, S	Lee, D	1
Kang, S	Lee, J	1
Kang, S	Lee, S	3
Kang, S	Park, B	1
Kang, S	Park, J	1
Kang, S	Park, R	2
Kang, S	Rhee, S	1
Kang, S	Seo, S	1
Kang, S	Warner, J	1
Kang, S	Yang, K	1
Kang, S	You, S	1
Kang, T	Khare, R	1
Kang, T	Li, Z	1
Kang, T	Makadia, R	1
Kang, T	Rogers, J	1
Kang, T	Rusanov, A	1
Kang, T	Ryan, P	1
Kang, T	Shang, N	1
Kang, T	Si, Y	1
Kang, T	Ta, C	1
Kang, T	Wei, W	1
Kang, T	Weng, C	4
Kang, T	Yuan, C	2
Kang, T	Zhang, S	1
Kao Yang, Y	Kimura, S	2
Kao Yang, Y	Kubota, K	2
Kao Yang, Y	Man, K	2
Kao Yang, Y	Ryan, P	2
Kao Yang, Y	Schuemie, M	2
Kao Yang, Y	Setoguchi, S	2
Kao Yang, Y	Stang, P	2
Kao Yang, Y	Su, C	2
Kao Yang, Y	Wong, I	2
Kao Yang, Y	Zhang, Y	2
Kapsner, L	Kraska, D	1
Kapsner, L	Maier, C	1
Kapsner, L	Mate, S	4
Kapsner, L	Prokosch, H	4
Kapsner, L	Schwachhofer, T	2
Kapsner, L	Sippl, P	2
Kapsner, L	Stürzl, M	2
Kapsner, L	Toddenroth, D	2
Kapsner, L	Wolf, N	2
Kapsner, L	Zierk, J	2
Karim, H	Kim, C	1
Karim, H	Kim, D	1
Karim, H	Lee, D	2
Karim, H	Lee, E	2
Karim, H	Lee, H	1
Karim, H	Lee, K	1
Karim, H	Park, B	2
Karim, H	Park, R	2
Karim, H	Son, S	2
Karim, H	You, S	1
Karlebach, G	Kostka, K	1
Karlebach, G	Loomba, J	1
Karlebach, G	Madlock-Brown, C	1
Karlebach, G	McMurry, J	3
Karlebach, G	Moffitt, R	3
Karlebach, G	Mungall, C	2
Karlebach, G	Pfaff, E	2
Karlebach, G	Reese, J	3
Karlebach, G	Robinson, P	3
Karlebach, G	Singh, J	2
Karlebach, G	Spratt, H	2
Karlebach, G	Valentini, G	3
Karlebach, G	Williams, A	3
Katsch, F	Korntheuer, R	2
Kavuluru, R	Kostka, K	2
Kavuluru, R	Lehmann, H	2
Kavuluru, R	Levitt, E	2
Kavuluru, R	Mallipattu, S	2
Kavuluru, R	Manna, A	2
Kavuluru, R	McMurry, J	2
Kavuluru, R	Moffitt, R	2
Kavuluru, R	Morris, M	2
Kavuluru, R	Muschelli, J	2
Kavuluru, R	Neumann, A	2
Kavuluru, R	Palchuk, M	2
Kavuluru, R	Pfaff, E	2
Kavuluru, R	Qian, Z	2
Kavuluru, R	Qureshi, N	2
Kavuluru, R	Russell, S	2
Kavuluru, R	Saltz, J	2
Kavuluru, R	Spratt, H	2
Kavuluru, R	Walden, A	2
Kavuluru, R	Williams, A	2
Kavuluru, R	Wooldridge, J	2
Kavuluru, R	Yoo, Y	2
Kavuluru, R	Zhang, X	2
Kavuluru, R	Zhu, R	2
Kent, S	Khosla, S	1
Kent, S	Kim, Y	2
Kent, S	Kolovos, S	3
Kent, S	Kostka, K	3
Kent, S	Lambert, C	1
Kent, S	Lane, J	3
Kent, S	Lee, H	2
Kent, S	Lynch, K	3
Kent, S	Makadia, R	3
Kent, S	Matheny, M	3
Kent, S	Mehta, P	3
Kent, S	Morales, D	3
Kent, S	Morgan-Stewart, H	1
Kent, S	Mosseveld, M	1
Kent, S	Natarajan, K	2
Kent, S	Newby, D	1
Kent, S	Nyberg, F	3
Kent, S	Ostropolets, A	3
Kent, S	Park, J	2
Kent, S	Park, R	3
Kent, S	Posada, J	2
Kent, S	Prats-Uribe, A	3
Kent, S	Prieto-Alhambra, D	3
Kent, S	Rao, G	3
Kent, S	Reich, C	3
Kent, S	Reps, J	1
Kent, S	Rho, Y	2
Kent, S	Rijnbeek, P	4
Kent, S	Ryan, P	3
Kent, S	Sathappan, S	1
Kent, S	Schilling, L	2
Kent, S	Schuemie, M	3
Kent, S	Seager, S	1
Kent, S	Sena, A	3
Kent, S	Shah, N	2
Kent, S	Shoaibi, A	3
Kent, S	Song, S	2
Kent, S	Spotnitz, M	3
Kent, S	Suchard, M	3
Kent, S	Swerdel, J	2
Kent, S	Torre, C	1
Kent, S	Vizcaya, D	3
Kent, S	Volpe, S	2
Kent, S	Weaver, J	1
Kent, S	Wen, H	3
Kent, S	Williams, A	2
Kent, S	Xie, J	1
Kent, S	Yimer, B	2
Kent, S	You, S	3
Kent, S	Zhang, L	3
Kent, S	Zhuk, O	3
Kent, S	van der Lei, J	1
Kern, D	Lee, D	1
Kern, D	Li, J	1
Kern, D	Man, K	1
Kern, D	Park, R	1
Kern, D	Reich, C	1
Kern, D	Torre, C	1
Kern, D	Wong, I	1
Kerner, B	Lambert, C	3
Kerner, B	Mazurie, A	2
Kerner, B	Nelson, S	2
Kerner, B	Nestsiarovich, A	2
Kerner, B	Perkins, D	3
Kerner, B	Tohen, M	2
Kerner, B	Young, S	1
Kerns, S	Kim, B	2
Kerns, S	Kim, M	2
Kerns, S	Lane, J	2
Kerns, S	Lewis, C	4
Kerns, S	Liu, F	2
Kerns, S	Mandell, D	4
Kerns, S	Marriott, B	4
Kerns, S	Matthieu, M	4
Kerns, S	Meza, R	4
Kerns, S	Pullmann, M	4
Kerns, S	Rosen, C	4
Kerns, S	Smith, B	4
Kerns, S	Smith, J	4
Kerns, S	Weaver, S	4
Khalid, S	Kim, C	1
Khalid, S	Kohler, J	2
Khalid, S	Kostka, K	2
Khalid, S	Lai, L	2
Khalid, S	Lipori, G	2
Khalid, S	Liu, L	2
Khalid, S	Lynch, K	2
Khalid, S	Magoc, T	2
Khalid, S	Martinez Roldan, J	1
Khalid, S	Matheny, M	2
Khalid, S	Minty, E	2
Khalid, S	Morales, D	2
Khalid, S	Natarajan, K	2
Khalid, S	Nyberg, F	2
Khalid, S	Ostropolets, A	2
Khalid, S	Park, J	3
Khalid, S	Park, R	3
Khalid, S	Pistillo, A	2
Khalid, S	Posada, J	2
Khalid, S	Prats-Uribe, A	2
Khalid, S	Prieto-Alhambra, D	3
Khalid, S	Recalde, M	2
Khalid, S	Reich, C	2
Khalid, S	Reps, J	1
Khalid, S	Rijnbeek, P	3
Khalid, S	Roel, E	2
Khalid, S	Ryan, P	2
Khalid, S	Schilling, L	2
Khalid, S	Schuemie, M	1
Khalid, S	Schuff, R	2
Khalid, S	Seager, S	2
Khalid, S	Sena, A	3
Khalid, S	Shah, K	2
Khalid, S	Shah, N	2
Khalid, S	Song, S	2
Khalid, S	Spotnitz, M	2
Khalid, S	Subbian, V	2
