source	target	paperCount
Hester, L	Zhang, Y	1
Hester, L	Zhuk, O	1
Hester, L	van der Lei, J	1
Hilka, M	Holmes, J	1
Hilka, M	Klann, J	1
Hilka, M	Kraska, D	1
Hilka, M	Leprovost, D	2
Hilka, M	Moore, J	1
Hilka, M	Murphy, S	1
Hilka, M	Ngiam, K	1
Hilka, M	Paris, N	1
Hilka, M	Patel, L	1
Hilka, M	Prokosch, H	1
Hilka, M	Serre, P	2
Hilka, M	Weber, G	1
Hilka, M	Yi, S	1
Hill, E	Hong, S	2
Hill, E	Jimenez, H	2
Hill, E	Kavuluru, R	2
Hill, E	Kostka, K	2
Hill, E	Lehmann, H	2
Hill, E	Levitt, E	2
Hill, E	Mallipattu, S	2
Hill, E	Manna, A	2
Hill, E	McMurry, J	2
Hill, E	Moffitt, R	2
Hill, E	Morris, M	2
Hill, E	Muschelli, J	2
Hill, E	Neumann, A	2
Hill, E	Palchuk, M	2
Hill, E	Pfaff, E	2
Hill, E	Qian, Z	2
Hill, E	Qureshi, N	2
Hill, E	Russell, S	2
Hill, E	Saltz, J	2
Hill, E	Spratt, H	2
Hill, E	Walden, A	2
Hill, E	Williams, A	2
Hill, E	Wooldridge, J	2
Hill, E	Yoo, Y	2
Hill, E	Zhang, X	2
Hill, E	Zhu, R	2
Hobbs, F	Joy, M	2
Hobbs, F	Liyanage, H	1
Hobbs, F	Murphy, S	1
Hobbs, F	Sheikh, A	1
Hobbs, F	Williams, J	1
Hobbs, F	Williams, R	1
Hochheimer, C	Schilling, L	2
Hochheimer, C	Sivesind, T	2
Hockett, C	Isom, S	4
Hockett, C	Jensen, E	4
Hockett, C	Kahn, M	4
Hockett, C	Lawrence, J	4
Hockett, C	Madhu, S	2
Hockett, C	Mayer-Davis, E	4
Hockett, C	Mohan, V	4
Hockett, C	Ong, T	4
Hockett, C	Pihoker, C	2
Hockett, C	Praveen, P	4
Hockett, C	Tandon, N	4
Hogarth, M	Kim, K	1
Hogarth, M	Matheny, M	1
Hogarth, M	Meeker, D	1
Hogarth, M	Ohno-Machado, L	1
Holmes, J	Klann, J	1
Holmes, J	Kraska, D	1
Holmes, J	Leprovost, D	1
Holmes, J	Liang, C	1
Holmes, J	Luo, C	1
Holmes, J	Moore, J	2
Holmes, J	Murphy, S	1
Holmes, J	Ngiam, K	1
Holmes, J	Paris, N	1
Holmes, J	Patel, L	1
Holmes, J	Prokosch, H	1
Holmes, J	Schuemie, M	1
Holmes, J	Serre, P	1
Holmes, J	Tong, J	1
Holmes, J	Weber, G	1
Holmes, J	Xu, H	1
Holmes, J	Yi, S	1
Hong, N	Jiang, G	2
Hong, N	Liu, H	2
Hong, N	Liu, S	1
Hong, N	Lu, Y	1
Hong, N	Oh, S	1
Hong, N	Park, Y	1
Hong, N	Ruddy, K	1
Hong, N	Shah, N	1
Hong, N	Tsuji, S	1
Hong, N	Wang, L	1
Hong, N	Wang, Y	1
Hong, N	Wen, A	2
Hong, N	Yu, Y	2
Hong, S	Hong, Y	1
Hong, S	Jeon, Y	1
Hong, S	Jimenez, H	2
Hong, S	Johnson, S	2
Hong, S	Kahn, M	1
Hong, S	Kavuluru, R	2
Hong, S	Klann, J	1
Hong, S	Kostka, K	4
Hong, S	Lee, A	1
Hong, S	Lee, H	1
Hong, S	Lehmann, H	5
Hong, S	Levitt, E	2
Hong, S	Loomba, J	1
Hong, S	Madlock-Brown, C	1
Hong, S	Mallipattu, S	2
Hong, S	Manna, A	5
Hong, S	McMurry, J	3
Hong, S	Meeker, D	1
Hong, S	Meystre, S	1
Hong, S	Miller, R	1
Hong, S	Moffitt, R	4
Hong, S	Moon, J	1
Hong, S	Morris, M	4
Hong, S	Murphy, S	1
Hong, S	Muschelli, J	2
Hong, S	Natarajan, K	1
Hong, S	Neumann, A	2
Hong, S	Niehaus, E	2
Hong, S	Palchuk, M	5
Hong, S	Patel, L	1
Hong, S	Pfaff, E	5
Hong, S	Phuong, J	2
Hong, S	Qian, Z	3
Hong, S	Qureshi, N	5
Hong, S	Robinson, P	1
Hong, S	Russell, S	2
Hong, S	Saltz, J	4
Hong, S	Setoguchi, S	1
Hong, S	Solbrig, H	1
Hong, S	Spratt, H	3
Hong, S	Suver, C	2
Hong, S	Visweswaran, S	2
Hong, S	Walden, A	4
Hong, S	Walters, K	2
Hong, S	Weber, G	1
Hong, S	Wilcox, A	1
Hong, S	Williams, A	3
Hong, S	Wooldridge, J	3
Hong, S	Yoo, Y	3
Hong, S	Zhang, X	5
Hong, S	Zhu, R	5
Hong, Y	Jang, J	1
Hong, Y	Jeon, Y	1
Hong, Y	Jeong, C	1
Hong, Y	Kim, J	3
Hong, Y	Kim, K	1
Hong, Y	Kim, S	1
Hong, Y	Kim, W	1
Hong, Y	Kim, Y	2
Hong, Y	Lee, D	1
Hong, Y	Lee, E	1
Hong, Y	Lee, H	1
Hong, Y	Lee, K	1
Hong, Y	Lee, S	1
Hong, Y	Moon, J	1
Hong, Y	Park, J	1
Hong, Y	Park, S	1
Hong, Y	Park, Y	1
Hong, Y	Rhee, H	1
Horban, S	Hripcsak, G	1
Horban, S	John, L	2
Horban, S	Kahn, M	1
Horban, S	Kolde, R	1
Horban, S	Kostka, K	1
Horban, S	Le Carrour, T	2
Horban, S	Li, X	1
Horban, S	Makadia, R	2
Horban, S	Maljković, F	2
Horban, S	Martinez Roldan, J	1
Horban, S	Martinez-Hernandez, E	1
Horban, S	Mayer, M	2
Horban, S	Minty, E	2
Horban, S	Morales, D	3
Horban, S	Natarajan, K	1
Horban, S	Nyberg, F	1
Horban, S	Ostropolets, A	2
Horban, S	Papez, V	2
Horban, S	Pistillo, A	1
Horban, S	Posada, J	1
Horban, S	Prieto-Alhambra, D	3
Horban, S	Ramírez-Anguita, J	2
Horban, S	Rao, G	2
Horban, S	Reich, C	2
Horban, S	Reyes, C	1
Horban, S	Rijnbeek, P	2
Horban, S	Roel, E	1
Horban, S	Ryan, P	2
Horban, S	Schuemie, M	1
Horban, S	Seager, S	1
Horban, S	Sena, A	2
Horban, S	Shah, N	1
Horban, S	Sheikh, A	1
Horban, S	Shoaibi, A	2
Horban, S	Stewart, H	1
Horban, S	Suchard, M	2
Horban, S	Vashisht, R	1
Horban, S	Verhamme, K	1
Horban, S	Voss, E	2
Horcajada, J	Hripcsak, G	2
Horcajada, J	Huser, V	2
Horcajada, J	Jung, C	2
Horcajada, J	Khalid, S	2
Horcajada, J	Kohler, J	2
Horcajada, J	Kostka, K	2
Horcajada, J	Lai, L	2
Horcajada, J	Lipori, G	2
Horcajada, J	Liu, L	2
Horcajada, J	Lynch, K	2
Horcajada, J	Magoc, T	2
Horcajada, J	Martinez Roldan, J	1
Horcajada, J	Matheny, M	2
Horcajada, J	Minty, E	2
Horcajada, J	Morales, D	2
Horcajada, J	Natarajan, K	2
Horcajada, J	Nyberg, F	2
Horcajada, J	Ostropolets, A	2
Horcajada, J	Park, J	2
Horcajada, J	Park, R	2
Horcajada, J	Pistillo, A	2
Horcajada, J	Posada, J	2
Horcajada, J	Prats-Uribe, A	2
Horcajada, J	Prieto-Alhambra, D	2
Horcajada, J	Recalde, M	2
Horcajada, J	Reich, C	2
Horcajada, J	Rijnbeek, P	2
Horcajada, J	Roel, E	2
Horcajada, J	Ryan, P	2
Horcajada, J	Schilling, L	2
Horcajada, J	Schuff, R	2
Horcajada, J	Seager, S	2
Horcajada, J	Sena, A	2
Horcajada, J	Shah, K	2
Horcajada, J	Shah, N	2
Horcajada, J	Song, S	2
Horcajada, J	Spotnitz, M	2
Horcajada, J	Subbian, V	2
Horcajada, J	Suchard, M	2
Horcajada, J	Tan, E	2
Horcajada, J	Thomas, J	2
Horcajada, J	Valveny, N	2
Horcajada, J	Weiskopf, N	2
Horcajada, J	Wilcox, A	2
Horcajada, J	Williams, A	2
Horcajada, J	You, S	2
Horcajada, J	Zhu, H	2
Horvitz, E	Schuemie, M	1
Horvitz, E	Shah, N	2
Horvitz, E	White, R	2
Hripcsak, G	Huser, V	8
Hripcsak, G	Iqbal, U	1
Hripcsak, G	Itzel, T	2
Hripcsak, G	Jeon, H	4
Hripcsak, G	Jin, P	3
Hripcsak, G	Jin, S	1
Hripcsak, G	Jing, Y	2
Hripcsak, G	John, L	1
Hripcsak, G	Johnson, K	1
Hripcsak, G	Jonnagaddala, J	8
Hripcsak, G	Jung, C	4
Hripcsak, G	Jung, K	1
Hripcsak, G	Jung, S	1
Hripcsak, G	Kaas-Hansen, B	6
Hripcsak, G	Kaduk, D	2
Hripcsak, G	Kahn, M	2
Hripcsak, G	Kent, S	3
Hripcsak, G	Khalid, S	2
Hripcsak, G	Khosla, S	2
Hripcsak, G	Kim, C	2
Hripcsak, G	Kim, J	1
Hripcsak, G	Kim, Y	3
Hripcsak, G	Kiryluk, K	1
Hripcsak, G	Klann, J	1
Hripcsak, G	Kohler, J	2
Hripcsak, G	Kolde, R	1
Hripcsak, G	Kolovos, S	4
Hripcsak, G	Kors, J	1
Hripcsak, G	Kostka, K	20
Hripcsak, G	Krumholz, H	10
Hripcsak, G	Kullo, I	2
Hripcsak, G	Lai, L	14
Hripcsak, G	Lambert, C	3
Hripcsak, G	Lane, J	8
Hripcsak, G	Le Carrour, T	1
Hripcsak, G	Lee, H	2
Hripcsak, G	Lee, S	2
Hripcsak, G	Levine, M	2
Hripcsak, G	Li, J	1
Hripcsak, G	Li, L	3
Hripcsak, G	Li, X	5
Hripcsak, G	Li, Y	3
Hripcsak, G	Liaw, S	3
Hripcsak, G	Lingren, T	2
Hripcsak, G	Lipori, G	2
Hripcsak, G	Liu, C	3
Hripcsak, G	Liu, F	2
Hripcsak, G	Liu, H	1
Hripcsak, G	Liu, L	3
Hripcsak, G	Londhe, A	1
Hripcsak, G	Lorberbaum, T	2
Hripcsak, G	Lovestone, S	1
Hripcsak, G	Lu, Y	1
Hripcsak, G	Luo, Y	1
Hripcsak, G	Lynch, K	17
Hripcsak, G	Madigan, D	20
Hripcsak, G	Magoc, T	2
Hripcsak, G	Makadia, R	7
Hripcsak, G	Maljković, F	1
Hripcsak, G	Man, K	1
Hripcsak, G	Markus, A	2
Hripcsak, G	Martinez Roldan, J	3
Hripcsak, G	Martinez-Hernandez, E	1
Hripcsak, G	Matheny, M	18
Hripcsak, G	Mayer, M	1
Hripcsak, G	Meeker, D	2
Hripcsak, G	Mehta, P	5
Hripcsak, G	Mentch, F	2
Hripcsak, G	Miller, R	1
Hripcsak, G	Miller, T	2
Hripcsak, G	Minty, E	10
Hripcsak, G	Miotto, R	1
Hripcsak, G	Molinaro, A	1
Hripcsak, G	Mooney, S	1
Hripcsak, G	Morales, D	19
Hripcsak, G	Morgan-Stewart, H	2
Hripcsak, G	Moskovitch, R	2
Hripcsak, G	Mosseveld, M	2
Hripcsak, G	Murphy, S	2
Hripcsak, G	Natarajan, K	15
Hripcsak, G	Newby, D	2
Hripcsak, G	Nguyen, P	1
Hripcsak, G	Nishimura, A	2
Hripcsak, G	Nissim, N	2
Hripcsak, G	Norén, G	1
Hripcsak, G	Nyberg, F	21
Hripcsak, G	Ostropolets, A	26
Hripcsak, G	Ottman, R	2
Hripcsak, G	Pacheco, J	2
Hripcsak, G	Papez, V	1
Hripcsak, G	Parhi, P	1
Hripcsak, G	Park, B	1
Hripcsak, G	Park, D	1
Hripcsak, G	Park, H	1
Hripcsak, G	Park, J	7
Hripcsak, G	Park, R	19
Hripcsak, G	Park, S	2
Hripcsak, G	Peissig, P	1
Hripcsak, G	Peng, Y	1
Hripcsak, G	Perotte, A	2
Hripcsak, G	Pistillo, A	6
Hripcsak, G	Polubriaginof, F	2
Hripcsak, G	Posada, J	14
Hripcsak, G	Prats-Uribe, A	14
Hripcsak, G	Pratt, N	16
Hripcsak, G	Prieto-Alhambra, D	25
Hripcsak, G	Puente, D	2
Hripcsak, G	Ramírez-Anguita, J	1
Hripcsak, G	Rao, G	9
Hripcsak, G	Rasmussen, L	2
Hripcsak, G	Recalde, M	9
Hripcsak, G	Reese, J	1
Hripcsak, G	Reeves, R	2
Hripcsak, G	Reich, C	32
Hripcsak, G	Reps, J	5
Hripcsak, G	Reyes, C	1
Hripcsak, G	Rho, Y	4
Hripcsak, G	Rijnbeek, P	22
Hripcsak, G	Rivera, D	1
Hripcsak, G	Robinson, P	1
Hripcsak, G	Roel, E	8
Hripcsak, G	Rogers, J	1
Hripcsak, G	Rouhizadeh, M	1
Hripcsak, G	Ryan, P	64
Hripcsak, G	Ryu, B	1
Hripcsak, G	Salmasian, H	2
Hripcsak, G	Sathappan, S	1
Hripcsak, G	Schilling, L	10
Hripcsak, G	Schuemie, M	40
Hripcsak, G	Schuff, R	2
Hripcsak, G	Schuler, A	2
Hripcsak, G	Seager, S	3
Hripcsak, G	Sena, A	20
Hripcsak, G	Seneviratne, M	1
Hripcsak, G	Shah, K	8
Hripcsak, G	Shah, N	22
Hripcsak, G	Shahar, Y	2
Hripcsak, G	Shahn, Z	1
Hripcsak, G	Shang, N	4
Hripcsak, G	Shea, S	4
Hripcsak, G	Shervey, M	2
Hripcsak, G	Shoaibi, A	10
Hripcsak, G	Siapos, A	1
Hripcsak, G	Smith, D	1
Hripcsak, G	Song, S	4
Hripcsak, G	Spotnitz, M	14
Hripcsak, G	Stang, P	3
Hripcsak, G	Steyerberg, E	2
Hripcsak, G	Subbian, V	7
Hripcsak, G	Suchard, M	48
Hripcsak, G	Sung, C	1
Hripcsak, G	Swerdel, J	4
Hripcsak, G	Ta, C	2
Hripcsak, G	Tan, E	6
Hripcsak, G	Tatonetti, N	9
Hripcsak, G	Teufel, A	2
Hripcsak, G	Thomas, J	2
Hripcsak, G	Tian, Y	2
Hripcsak, G	Torre, C	1
Hripcsak, G	Valveny, N	3
Hripcsak, G	Van Zandt, M	2
Hripcsak, G	Vanguri, R	1
Hripcsak, G	Vashisht, R	4
Hripcsak, G	Vawdrey, D	2
Hripcsak, G	Verhamme, K	3
Hripcsak, G	Vilar, S	2
Hripcsak, G	Vizcaya, D	9
Hripcsak, G	Volpe, S	2
Hripcsak, G	Voss, E	1
Hripcsak, G	Waldman, G	2
Hripcsak, G	Walunas, T	1
Hripcsak, G	Wang, X	1
Hripcsak, G	Wang, Y	2
Hripcsak, G	Weaver, J	7
Hripcsak, G	Wei, W	3
Hripcsak, G	Weiskopf, N	2
Hripcsak, G	Wen, H	4
Hripcsak, G	Weng, C	8
Hripcsak, G	Wiest, I	2
Hripcsak, G	Wilcox, A	2
Hripcsak, G	Wiley, K	2
Hripcsak, G	Williams, A	11
Hripcsak, G	Williams, R	3
Hripcsak, G	Wong, I	2
Hripcsak, G	Woong Park, R	2
Hripcsak, G	Wu, Y	3
Hripcsak, G	Xie, J	4
Hripcsak, G	Xu, H	4
Hripcsak, G	Yang, C	2
Hripcsak, G	Yang, J	2
Hripcsak, G	Yang, Y	1
Hripcsak, G	Yimer, B	2
Hripcsak, G	Yoo, S	1
Hripcsak, G	You, S	26
Hripcsak, G	Youngerman, B	2
Hripcsak, G	Zhang, L	14
Hripcsak, G	Zhang, R	1
Hripcsak, G	Zhang, X	1
Hripcsak, G	Zhang, Y	4
Hripcsak, G	Zhou, Y	1
Hripcsak, G	Zhu, H	3
Hripcsak, G	Zhuk, O	3
Hripcsak, G	van Bochove, K	1
Hripcsak, G	van der Lei, J	2
Hruby, G	Huser, V	1
Hruby, G	Kang, T	1
Hruby, G	Rusanov, A	2
Hruby, G	Sen, A	1
Hruby, G	Weng, C	2
Hruby, G	Zhang, S	1
Hughes, N	Kent, S	1
Hughes, N	Lai, L	1
Hughes, N	Oja, M	1
Hughes, N	Prieto-Alhambra, D	1
Hughes, N	Reich, C	1
Hughes, N	Rijnbeek, P	2
Hughes, N	Ryan, P	1
Hughes, N	Seager, S	1
Hughes, N	Steinbeisser, C	2
Hughes, N	Thurin, N	1
Hughes, N	Van Hemelrijck, M	1
Hughes, N	Vizcaya, D	1
Hughes, N	Williams, A	1
Hughes, N	van Bochove, K	2
Hurwitz, N	Kerner, B	2
Hurwitz, N	Lambert, C	2
Hurwitz, N	Mazurie, A	2
Hurwitz, N	Nelson, S	1
Hurwitz, N	Nestsiarovich, A	1
Hurwitz, N	Perkins, D	2
Hurwitz, N	Tohen, M	2
Hurwitz, N	Young, S	1
Husain, S	Mohan, S	2
Husain, S	Natarajan, K	2
Huser, V	Jeon, H	2
Huser, V	Jiang, G	1
Huser, V	Jin, P	1
Huser, V	Jing, Y	2
Huser, V	Jonnagaddala, J	1
Huser, V	Jung, C	4
Huser, V	Kaas-Hansen, B	2
Huser, V	Kaduk, D	2
Huser, V	Kahn, M	1
Huser, V	Kent, S	2
Huser, V	Khalid, S	2
Huser, V	Khare, R	1
Huser, V	Kim, Y	3
Huser, V	Kohler, J	2
Huser, V	Kolovos, S	2
Huser, V	Kostka, K	5
Huser, V	Lai, L	3
Huser, V	Lambert, C	2
Huser, V	Lane, J	2
Huser, V	Lee, H	2
Huser, V	Li, Y	1
Huser, V	Liaw, S	1
Huser, V	Lipori, G	2
Huser, V	Liu, L	2
Huser, V	Lynch, K	4
Huser, V	Madigan, D	3
Huser, V	Magoc, T	2
Huser, V	Makadia, R	2
Huser, V	Martinez Roldan, J	1
Huser, V	Matheny, M	5
Huser, V	Meeker, D	1
Huser, V	Mehta, P	2
Huser, V	Minty, E	2
Huser, V	Morales, D	5
Huser, V	Natarajan, K	4
Huser, V	Norén, G	2
Huser, V	Nyberg, F	5
Huser, V	Ostropolets, A	4
Huser, V	Overhage, J	1
Huser, V	Park, H	1
Huser, V	Park, J	4
Huser, V	Park, R	8
Huser, V	Perotte, A	1
Huser, V	Pistillo, A	3
Huser, V	Posada, J	5
Huser, V	Prats-Uribe, A	5
Huser, V	Pratt, N	2
Huser, V	Prieto-Alhambra, D	5
Huser, V	Rao, G	2
Huser, V	Recalde, M	3
Huser, V	Reich, C	10
Huser, V	Rho, Y	2
Huser, V	Rijnbeek, P	7
Huser, V	Roel, E	3
Huser, V	Rusanov, A	1
Huser, V	Ryan, P	10
Huser, V	Schilling, L	6
Huser, V	Schuemie, M	7
Huser, V	Schuff, R	2
Huser, V	Seager, S	2
Huser, V	Sen, A	1
Huser, V	Sena, A	5
Huser, V	Shah, K	3
Huser, V	Shah, N	8
Huser, V	Shang, N	1
Huser, V	Shoaibi, A	2
Huser, V	Song, S	4
Huser, V	Spotnitz, M	4
Huser, V	Stang, P	1
Huser, V	Subbian, V	2
Huser, V	Suchard, M	8
Huser, V	Swerdel, J	2
Huser, V	Tan, E	3
Huser, V	Tatonetti, N	1
Huser, V	Thomas, J	2
Huser, V	Tian, Y	1
Huser, V	Trifirò, G	1
Huser, V	Utidjian, L	1
Huser, V	Valveny, N	2
Huser, V	Van Zandt, M	1
Huser, V	Vashisht, R	1
Huser, V	Vizcaya, D	3
Huser, V	Volpe, S	2
Huser, V	Voss, E	1
Huser, V	Weiskopf, N	2
Huser, V	Wen, H	2
Huser, V	Weng, C	2
Huser, V	Wilcox, A	2
Huser, V	Williams, A	5
Huser, V	Wong, I	1
Huser, V	Wu, Y	1
Huser, V	Yang, J	1
Huser, V	Yimer, B	2
Huser, V	You, S	6
Huser, V	Zhang, L	3
Huser, V	Zhang, Y	1
Huser, V	Zhu, H	2
Huser, V	Zhuk, O	2
Huser, V	van der Lei, J	1
Hwang, H	Jeon, Y	2
Hwang, H	Kim, B	1
Hwang, H	Kim, G	1
Hwang, H	Kim, H	2
Hwang, H	Kim, J	3
Hwang, H	Kim, K	2
Hwang, H	Kim, S	5
Hwang, H	Kim, Y	1
Hwang, H	Lee, H	1
Hwang, H	Lee, J	1
Hwang, H	Lee, S	3
Hwang, H	Lee, Y	1
Hwang, H	Park, Y	1
Hwang, H	Ryu, B	1
Hwang, H	Tak, Y	1
Hwang, H	Yi, S	4
Hwang, H	Yoo, S	5
Hwang, H	Yoon, E	1
Höning, G	Maier, C	1
Höning, G	Marquardt, K	1
Höning, G	Prokosch, H	2
Höning, G	Schüttler, J	2
Höning, G	Sedlmayr, M	2
Höning, G	Storf, H	2
Ilatovskiy, A	Jacobs, J	2
Ilatovskiy, A	Lenert, L	2
Ilatovskiy, A	Weatherston, D	2
Im, Y	Jin, H	1
Im, Y	Jung, S	1
Im, Y	Kim, E	1
Im, Y	Kim, J	1
Im, Y	Kim, Y	1
Im, Y	Ko, S	1
Im, Y	Lee, K	1
Im, Y	Oh, S	1
Im, Y	Park, T	1
Innocenti, F	Mazzaglia, G	2
Innocenti, F	Pedersen, L	2
Innocenti, F	Picelli, G	2
Innocenti, F	Schuemie, M	2
Innocenti, F	Straatman, H	2
Innocenti, F	Sturkenboom, M	2
Innocenti, F	Trifirò, G	1
Innocenti, F	van der Lei, J	2
Iqbal, U	Jonnagaddala, J	1
Iqbal, U	Krumholz, H	1
Iqbal, U	Li, J	1
Iqbal, U	Li, L	1
Iqbal, U	Li, Y	3
Iqbal, U	Liaw, S	1
Iqbal, U	Lim, H	1
Iqbal, U	Liu, Y	1
Iqbal, U	Lu, Y	1
Iqbal, U	Man, K	1
Iqbal, U	Miotto, R	1
Iqbal, U	Mooney, S	1
Iqbal, U	Ngiam, K	1
Iqbal, U	Nguyen, P	3
Iqbal, U	Parhi, P	1
Iqbal, U	Park, R	3
Iqbal, U	Pratt, N	2
Iqbal, U	Reich, C	1
Iqbal, U	Rhee, S	1
Iqbal, U	Ryan, P	1
Iqbal, U	Sathappan, S	1
Iqbal, U	Schuemie, M	2
Iqbal, U	Shin, S	1
Iqbal, U	Smith, D	1
Iqbal, U	Suchard, M	1
Iqbal, U	Tan, H	1
Iqbal, U	Tatonetti, N	1
Iqbal, U	Van Zandt, M	1
Iqbal, U	Wang, X	1
Iqbal, U	Wong, I	1
Iqbal, U	Xu, H	1
Iqbal, U	You, S	2
Iqbal, U	Zhang, X	1
Islam, M	Kim, C	1
Islam, M	Lautenbach, E	2
Islam, M	Luo, C	2
Islam, M	Park, R	1
Islam, M	Pfohl, S	1
Islam, M	Reps, J	1
Islam, M	Ryan, P	1
Islam, M	Schuemie, M	1
Islam, M	Shah, N	1
Islam, M	Sheils, N	2
Islam, M	Tong, J	2
Islam, M	Williams, A	1
Islam, M	Xu, H	1
Islam, M	Zhou, Y	1
Isom, S	Jensen, E	4
Isom, S	Kahn, M	4
Isom, S	Lawrence, J	4
Isom, S	Madhu, S	2
Isom, S	Mayer-Davis, E	4
Isom, S	Mohan, V	4
Isom, S	Ong, T	4
Isom, S	Pihoker, C	2
Isom, S	Praveen, P	4
Isom, S	Tandon, N	4
Itzel, T	Park, J	2
Itzel, T	Park, R	2
Itzel, T	Teufel, A	2
Itzel, T	Wiest, I	2
Jacobs, J	Lenert, L	2
Jacobs, J	Weatherston, D	2
Jang, J	Jeong, C	1
Jang, J	Kern, D	1
Jang, J	Kim, J	3
Jang, J	Kim, K	1
Jang, J	Kim, S	1
Jang, J	Kim, W	1
Jang, J	Kim, Y	2
Jang, J	Lee, D	2
Jang, J	Lee, E	1
Jang, J	Lee, K	1
Jang, J	Lee, S	1
Jang, J	Li, J	1
Jang, J	Man, K	1
Jang, J	Park, J	1
Jang, J	Park, R	1
Jang, J	Park, S	1
Jang, J	Park, Y	1
Jang, J	Reich, C	1
Jang, J	Rhee, H	1
Jang, J	Torre, C	1
Jang, J	Wong, I	1
Jensen, E	Kahn, M	4
Jensen, E	Lawrence, J	4
Jensen, E	Madhu, S	2
Jensen, E	Mayer-Davis, E	4
Jensen, E	Mohan, V	4
Jensen, E	Ong, T	4
Jensen, E	Pihoker, C	2
Jensen, E	Praveen, P	4
Jensen, E	Tandon, N	4
Jeon, H	Jeong, C	1
Jeon, H	Jing, Y	2
Jeon, H	Jonnagaddala, J	2
Jeon, H	Jung, C	2
Jeon, H	Kaas-Hansen, B	2
Jeon, H	Kaduk, D	2
Jeon, H	Kang, S	1
Jeon, H	Kent, S	2
Jeon, H	Kim, Y	2
Jeon, H	Kolovos, S	2
Jeon, H	Kostka, K	4
Jeon, H	Lai, L	1
Jeon, H	Lane, J	2
Jeon, H	Lee, H	2
Jeon, H	Liaw, S	1
Jeon, H	Lynch, K	3
Jeon, H	Makadia, R	2
Jeon, H	Matheny, M	3
Jeon, H	Mehta, P	2
Jeon, H	Miller, R	2
Jeon, H	Minty, E	1
Jeon, H	Molinaro, A	1
Jeon, H	Morales, D	3
Jeon, H	Natarajan, K	4
Jeon, H	Nyberg, F	3
Jeon, H	Ostropolets, A	4
Jeon, H	Park, C	1
Jeon, H	Park, J	2
Jeon, H	Park, R	6
Jeon, H	Pistillo, A	1
Jeon, H	Posada, J	4
Jeon, H	Prats-Uribe, A	3
Jeon, H	Prieto-Alhambra, D	3
Jeon, H	Puente, D	1
Jeon, H	Rao, G	2
Jeon, H	Recalde, M	1
Jeon, H	Reich, C	5
Jeon, H	Rho, Y	2
Jeon, H	Rijnbeek, P	2
Jeon, H	Rivera, D	2
Jeon, H	Roel, E	1
Jeon, H	Ryan, P	4
Jeon, H	Schilling, L	3
Jeon, H	Schuemie, M	2
Jeon, H	Sena, A	3
Jeon, H	Seo, S	1
Jeon, H	Shah, K	1
Jeon, H	Shah, N	3
Jeon, H	Shin, S	1
Jeon, H	Shoaibi, A	2
Jeon, H	Siapos, A	1
Jeon, H	Song, S	2
Jeon, H	Spotnitz, M	3
Jeon, H	Stewart, H	1
Jeon, H	Subbian, V	1
Jeon, H	Suchard, M	3
Jeon, H	Swerdel, J	2
Jeon, H	Tan, E	1
Jeon, H	Vizcaya, D	2
Jeon, H	Volpe, S	2
Jeon, H	Warner, J	2
Jeon, H	Wen, H	2
Jeon, H	Weng, C	1
Jeon, H	Williams, A	4
Jeon, H	Yimer, B	2
Jeon, H	You, S	5
Jeon, H	Zhang, L	3
Jeon, H	Zhang, Y	1
Jeon, H	Zhuk, O	2
Jeon, Y	Kim, B	1
Jeon, Y	Kim, E	1
Jeon, Y	Kim, H	2
Jeon, Y	Kim, I	1
Jeon, Y	Kim, J	1
Jeon, Y	Kim, K	2
Jeon, Y	Kim, M	1
Jeon, Y	Kim, S	3
Jeon, Y	Lee, H	1
Jeon, Y	Moon, J	1
Jeon, Y	Sathappan, S	1
Jeon, Y	Shao, Y	1
Jeon, Y	Yi, S	2
Jeon, Y	Yoo, S	2
Jeong, C	Kang, S	1
Jeong, C	Kim, J	4
Jeong, C	Kim, K	1
Jeong, C	Kim, S	1
Jeong, C	Kim, T	1
Jeong, C	Kim, W	1
Jeong, C	Kim, Y	3
Jeong, C	Lee, D	2
Jeong, C	Lee, E	1
Jeong, C	Lee, J	1
Jeong, C	Lee, K	1
Jeong, C	Lee, S	4
Jeong, C	Park, B	1
Jeong, C	Park, C	1
Jeong, C	Park, J	2
Jeong, C	Park, R	2
Jeong, C	Park, S	1
Jeong, C	Park, Y	1
Jeong, C	Rhee, H	1
Jeong, C	Rhee, S	1
Jeong, C	Yang, K	1
Jeong, C	You, S	1
Jiang, G	Kiefer, R	4
Jiang, G	Kim, D	1
Jiang, G	Kingsbury, P	1
Jiang, G	Liu, H	2
Jiang, G	Liu, S	1
Jiang, G	Lu, Y	1
Jiang, G	Luo, Y	3
Jiang, G	Pacheco, J	2
Jiang, G	Pathak, J	3
Jiang, G	Pfaff, E	2
Jiang, G	Prud'hommeaux, E	3
Jiang, G	Rasmussen, L	3
Jiang, G	Ross, J	1
Jiang, G	Ruddy, K	4
Jiang, G	Shah, N	5
Jiang, G	Sharma, D	2
Jiang, G	Sholle, E	1
Jiang, G	Solbrig, H	2
Jiang, G	Tsuji, S	3
Jiang, G	Wang, F	2
Jiang, G	Wen, A	4
Jiang, G	Weng, C	1
Jiang, G	Xu, Z	2
Jiang, G	Yao, L	1
Jiang, G	Yu, Y	8
Jiang, G	Zhang, S	1
Jiang, G	Zhang, Y	1
Jiang, G	Zong, N	4
